date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:48:10	112807/112807	---MCZ	200	added ('OK')	text/html	etag:W/%225fef4870-1b8a7%22	https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/index.html	C:/Users/MSI/Desktop/Projet/Projet_mariem/Template/www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/index.html	(from )
10:48:11	13/13	---M--	200	added ('OK')	text/plain	etag:%2258db68d6-d%22	https://www.pixinvent.com/robots.txt		(from )
10:48:11	178/178	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2015%20Mar%202021%2009:48:09%20GMT	https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/app-assets/images/ico/apple-icon-120.png	C:/Users/MSI/Desktop/Projet/Projet_mariem/Template/www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/app-assets/images/ico/apple-icon-120.png	(from https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/index.html)
10:48:12	101779/101779	---MCZ	200	added ('OK')	text/css	etag:W/%2260378ecd-18d93%22	https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/app-assets/vendors/css/vendors.min.css	C:/Users/MSI/Desktop/Projet/Projet_mariem/Template/www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/app-assets/vendors/css/vendors.min.css	(from https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/index.html)
10:48:12	13577/13577	---MCZ	200	added ('OK')	text/css	etag:W/%2260378efd-3509%22	https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/app-assets/vendors/css/charts/apexcharts.css	C:/Users/MSI/Desktop/Projet/Projet_mariem/Template/www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/app-assets/vendors/css/charts/apexcharts.css	(from https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/index.html)
10:48:12	13696/13696	---MCZ	200	added ('OK')	text/css	etag:W/%2260378eff-3580%22	https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/app-assets/vendors/css/extensions/swiper.min.css	C:/Users/MSI/Desktop/Projet/Projet_mariem/Template/www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/app-assets/vendors/css/extensions/swiper.min.css	(from https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/index.html)
10:48:13	195136/195136	---MCZ	200	added ('OK')	text/css	etag:W/%2260378ec6-2fa40%22	https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/app-assets/css/bootstrap.min.css	C:/Users/MSI/Desktop/Projet/Projet_mariem/Template/www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/app-assets/css/bootstrap.min.css	(from https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/index.html)
10:48:13	51966/51966	---MCZ	200	added ('OK')	text/css	etag:W/%2260378ec7-cafe%22	https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/app-assets/css/bootstrap-extended.min.css	C:/Users/MSI/Desktop/Projet/Projet_mariem/Template/www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/app-assets/css/bootstrap-extended.min.css	(from https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/index.html)
10:48:13	151057/151057	---MCZ	200	added ('OK')	text/css	etag:W/%2260378ec6-24e11%22	https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/app-assets/css/colors.min.css	C:/Users/MSI/Desktop/Projet/Projet_mariem/Template/www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/app-assets/css/colors.min.css	(from https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/index.html)
10:48:13	70641/70641	---MCZ	200	added ('OK')	text/css	etag:W/%2260378ec7-113f1%22	https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/app-assets/css/components.min.css	C:/Users/MSI/Desktop/Projet/Projet_mariem/Template/www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/app-assets/css/components.min.css	(from https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/index.html)
10:48:13	57694/57694	---MCZ	200	added ('OK')	text/css	etag:W/%2260378ed4-e15e%22	https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/app-assets/css/themes/dark-layout.min.css	C:/Users/MSI/Desktop/Projet/Projet_mariem/Template/www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/app-assets/css/themes/dark-layout.min.css	(from https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/index.html)
10:48:14	1206/1206	---MCZ	200	added ('OK')	text/css	etag:W/%2260378ed4-4b6%22	https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/app-assets/css/themes/semi-dark-layout.min.css	C:/Users/MSI/Desktop/Projet/Projet_mariem/Template/www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/app-assets/css/themes/semi-dark-layout.min.css	(from https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/index.html)
10:48:14	8279/8279	---MCZ	200	added ('OK')	text/css	etag:W/%2260378f85-2057%22	https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/app-assets/css/core/menu/menu-types/vertical-menu.min.css	C:/Users/MSI/Desktop/Projet/Projet_mariem/Template/www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/app-assets/css/core/menu/menu-types/vertical-menu.min.css	(from https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/index.html)
10:48:14	2395/2395	---MCZ	200	added ('OK')	text/css	etag:W/%2260378ecf-95b%22	https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/app-assets/css/pages/dashboard-ecommerce.min.css	C:/Users/MSI/Desktop/Projet/Projet_mariem/Template/www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/app-assets/css/pages/dashboard-ecommerce.min.css	(from https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/index.html)
10:48:15	507/507	---MCZ	200	added ('OK')	text/css	etag:W/%225fef4856-1fb%22	https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/assets/css/style.css	C:/Users/MSI/Desktop/Projet/Projet_mariem/Template/www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/assets/css/style.css	(from https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/index.html)
10:48:15	116176/116176	---MCZ	200	added ('OK')	text/html	etag:W/%225fef4870-1c5d0%22	https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/app-email.html	C:/Users/MSI/Desktop/Projet/Projet_mariem/Template/www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/app-email.html	(from https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/index.html)
10:48:15	79945/79945	---MCZ	200	added ('OK')	text/html	etag:W/%225fef4870-13849%22	https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/app-chat.html	C:/Users/MSI/Desktop/Projet/Projet_mariem/Template/www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/app-chat.html	(from https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/index.html)
10:48:16	94863/94863	---MCZ	200	added ('OK')	text/html	etag:W/%225fef4870-1728f%22	https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/app-todo.html	C:/Users/MSI/Desktop/Projet/Projet_mariem/Template/www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/app-todo.html	(from https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/index.html)
10:48:16	69016/69016	---MCZ	200	added ('OK')	text/html	etag:W/%225fef4870-10d98%22	https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/app-calendar.html	C:/Users/MSI/Desktop/Projet/Projet_mariem/Template/www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/app-calendar.html	(from https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/index.html)
10:48:16	6490/6490	---M--	200	added ('OK')	image/jpeg	etag:%2260378f1c-195a%22	https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/app-assets/images/portrait/small/avatar-s-11.jpg	C:/Users/MSI/Desktop/Projet/Projet_mariem/Template/www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/app-assets/images/portrait/small/avatar-s-11.jpg	(from https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/index.html)
10:48:16	8210/8210	---M--	200	added ('OK')	image/jpeg	etag:%2260378f1c-2012%22	https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/app-assets/images/portrait/small/avatar-s-16.jpg	C:/Users/MSI/Desktop/Projet/Projet_mariem/Template/www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/app-assets/images/portrait/small/avatar-s-16.jpg	(from https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/index.html)
10:48:17	8202/8202	---M--	200	added ('OK')	image/png	etag:%2260378ee3-200a%22	https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/app-assets/images/icon/sketch-mac-icon.png	C:/Users/MSI/Desktop/Projet/Projet_mariem/Template/www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/app-assets/images/icon/sketch-mac-icon.png	(from https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/index.html)
10:48:17	6549/6549	---M--	200	added ('OK')	image/jpeg	etag:%2260378f1a-1995%22	https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/app-assets/images/portrait/small/avatar-s-4.jpg	C:/Users/MSI/Desktop/Projet/Projet_mariem/Template/www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/app-assets/images/portrait/small/avatar-s-4.jpg	(from https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/index.html)
10:48:17	135529/135529	---MCZ	200	added ('OK')	text/html	etag:W/%225fef4870-21169%22	https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/page-user-profile.html	C:/Users/MSI/Desktop/Projet/Projet_mariem/Template/www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/page-user-profile.html	(from https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/index.html)
10:48:17	8730/8730	---MCZ	200	added ('OK')	text/html	etag:W/%225fef4870-221a%22	https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/auth-login.html	C:/Users/MSI/Desktop/Projet/Projet_mariem/Template/www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/auth-login.html	(from https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/index.html)
10:48:17	112807/112807	---MCZ	200	added ('OK')	text/html	etag:W/%225fef4870-1b8a7%22	https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/dashboard-ecommerce.html	C:/Users/MSI/Desktop/Projet/Projet_mariem/Template/www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/dashboard-ecommerce.html	(from https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/index.html)
10:48:18	91764/91764	---MCZ	200	added ('OK')	text/html	etag:W/%225fef4870-16674%22	https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/dashboard-analytics.html	C:/Users/MSI/Desktop/Projet/Projet_mariem/Template/www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/dashboard-analytics.html	(from https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/index.html)
10:48:18	67734/67734	---MCZ	200	added ('OK')	text/html	etag:W/%225fef4870-10896%22	https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/app-kanban.html	C:/Users/MSI/Desktop/Projet/Projet_mariem/Template/www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/app-kanban.html	(from https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/index.html)
10:48:18	77566/77566	---MCZ	200	added ('OK')	text/html	etag:W/%225fef4870-12efe%22	https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/app-invoice-list.html	C:/Users/MSI/Desktop/Projet/Projet_mariem/Template/www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/app-invoice-list.html	(from https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/index.html)
10:48:18	69589/69589	---MCZ	200	added ('OK')	text/html	etag:W/%225fef4870-10fd5%22	https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/app-invoice.html	C:/Users/MSI/Desktop/Projet/Projet_mariem/Template/www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/app-invoice.html	(from https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/index.html)
10:48:19	77344/77344	---MCZ	200	added ('OK')	text/html	etag:W/%225fef4870-12e20%22	https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/app-invoice-edit.html	C:/Users/MSI/Desktop/Projet/Projet_mariem/Template/www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/app-invoice-edit.html	(from https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/index.html)
10:48:19	77118/77118	---MCZ	200	added ('OK')	text/html	etag:W/%225fef4870-12d3e%22	https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/app-invoice-add.html	C:/Users/MSI/Desktop/Projet/Projet_mariem/Template/www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/app-invoice-add.html	(from https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/index.html)
10:48:19	92179/92179	---MCZ	200	added ('OK')	text/html	etag:W/%225fef4870-16813%22	https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/app-file-manager.html	C:/Users/MSI/Desktop/Projet/Projet_mariem/Template/www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/app-file-manager.html	(from https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/index.html)
10:48:19	95115/95115	---MCZ	200	added ('OK')	text/html	etag:W/%225fef4870-1738b%22	https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/app-users-list.html	C:/Users/MSI/Desktop/Projet/Projet_mariem/Template/www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/app-users-list.html	(from https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/index.html)
10:48:20	68622/68622	---MCZ	200	added ('OK')	text/html	etag:W/%225fef4870-10c0e%22	https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/app-users-view.html	C:/Users/MSI/Desktop/Projet/Projet_mariem/Template/www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/app-users-view.html	(from https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/index.html)
10:48:20	83532/83532	---MCZ	200	added ('OK')	text/html	etag:W/%225fef4870-1464c%22	https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/app-users-edit.html	C:/Users/MSI/Desktop/Projet/Projet_mariem/Template/www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/app-users-edit.html	(from https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/index.html)
10:48:20	96540/96540	---MCZ	200	added ('OK')	text/html	etag:W/%225fef4870-1791c%22	https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/content-grid.html	C:/Users/MSI/Desktop/Projet/Projet_mariem/Template/www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/content-grid.html	(from https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/index.html)
10:48:21	91828/91828	---MCZ	200	added ('OK')	text/html	etag:W/%225fef4870-166b4%22	https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/content-typography.html	C:/Users/MSI/Desktop/Projet/Projet_mariem/Template/www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/content-typography.html	(from https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/index.html)
10:48:21	88530/88530	---MCZ	200	added ('OK')	text/html	etag:W/%225fef4870-159d2%22	https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/content-text-utilities.html	C:/Users/MSI/Desktop/Projet/Projet_mariem/Template/www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/content-text-utilities.html	(from https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/index.html)
10:48:21	74167/74167	---MCZ	200	added ('OK')	text/html	etag:W/%225fef4870-121b7%22	https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/content-syntax-highlighter.html	C:/Users/MSI/Desktop/Projet/Projet_mariem/Template/www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/content-syntax-highlighter.html	(from https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/index.html)
10:48:22	150524/150524	---MCZ	200	added ('OK')	text/html	etag:W/%225fef4870-24bfc%22	https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/content-helper-classes.html	C:/Users/MSI/Desktop/Projet/Projet_mariem/Template/www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/content-helper-classes.html	(from https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/index.html)
10:48:22	69638/69638	---MCZ	200	added ('OK')	text/html	etag:W/%225fef4870-11006%22	https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/colors.html	C:/Users/MSI/Desktop/Projet/Projet_mariem/Template/www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/colors.html	(from https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/index.html)
10:48:22	78340/78340	---MCZ	200	added ('OK')	text/html	etag:W/%225fef4870-13204%22	https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/icons-livicons.html	C:/Users/MSI/Desktop/Projet/Projet_mariem/Template/www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/icons-livicons.html	(from https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/index.html)
10:48:23	443480/443480	---MCZ	200	added ('OK')	text/html	etag:W/%225fef4870-6c458%22	https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/icons-boxicons.html	C:/Users/MSI/Desktop/Projet/Projet_mariem/Template/www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/icons-boxicons.html	(from https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/index.html)
10:48:23	96260/96260	---MCZ	200	added ('OK')	text/html	etag:W/%225fef4870-17804%22	https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/card-basic.html	C:/Users/MSI/Desktop/Projet/Projet_mariem/Template/www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/card-basic.html	(from https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/index.html)
10:48:23	70571/70571	---MCZ	200	added ('OK')	text/html	etag:W/%225fef4870-113ab%22	https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/card-actions.html	C:/Users/MSI/Desktop/Projet/Projet_mariem/Template/www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/card-actions.html	(from https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/index.html)
10:48:24	190783/190783	---MCZ	200	added ('OK')	text/html	etag:W/%225fef4870-2e93f%22	https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/widgets.html	C:/Users/MSI/Desktop/Projet/Projet_mariem/Template/www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/widgets.html	(from https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/index.html)
10:48:24	74896/74896	---MCZ	200	added ('OK')	text/html	etag:W/%225fef4870-12490%22	https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/component-alerts.html	C:/Users/MSI/Desktop/Projet/Projet_mariem/Template/www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/component-alerts.html	(from https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/index.html)
10:48:24	83578/83578	---MCZ	200	added ('OK')	text/html	etag:W/%225fef4870-1467a%22	https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/component-buttons-basic.html	C:/Users/MSI/Desktop/Projet/Projet_mariem/Template/www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/component-buttons-basic.html	(from https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/index.html)
10:48:25	67096/67096	---MCZ	200	added ('OK')	text/html	etag:W/%225fef4870-10618%22	https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/component-breadcrumbs.html	C:/Users/MSI/Desktop/Projet/Projet_mariem/Template/www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/component-breadcrumbs.html	(from https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/index.html)
10:48:25	72251/72251	---MCZ	200	added ('OK')	text/html	etag:W/%225fef4870-11a3b%22	https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/component-carousel.html	C:/Users/MSI/Desktop/Projet/Projet_mariem/Template/www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/component-carousel.html	(from https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/index.html)
10:48:25	84358/84358	---MCZ	200	added ('OK')	text/html	etag:W/%225fef4870-14986%22	https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/component-collapse.html	C:/Users/MSI/Desktop/Projet/Projet_mariem/Template/www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/component-collapse.html	(from https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/index.html)
10:48:26	99727/99727	---MCZ	200	added ('OK')	text/html	etag:W/%225fef4870-1858f%22	https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/component-dropdowns.html	C:/Users/MSI/Desktop/Projet/Projet_mariem/Template/www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/component-dropdowns.html	(from https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/index.html)
10:48:26	82283/82283	---MCZ	200	added ('OK')	text/html	etag:W/%225fef4870-1416b%22	https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/component-list-group.html	C:/Users/MSI/Desktop/Projet/Projet_mariem/Template/www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/component-list-group.html	(from https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/index.html)
10:48:27	124336/124336	---MCZ	200	added ('OK')	text/html	etag:W/%225fef4870-1e5b0%22	https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/component-modals.html	C:/Users/MSI/Desktop/Projet/Projet_mariem/Template/www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/component-modals.html	(from https://www.pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/ltr/vertical-menu-template/index.html)
